Date,Cement (kg/m^3),Blast Furnace Slag (kg/m^3),Fly Ash (kg/m^3),Water (kg/m^3),Superplasticizer (kg/m^3),Coarse Aggregate (kg/m^3),Fine Aggregate (kg/m^3),Concrete compressive strength (MPa)
10/20/2024,250.2,166.8,0,203.5,0,977.6,694.1,19.35
10/20/2024,173,116,0,192,0,946.8,856.8,11.39
10/24/2024,192,288,0,192,0,929.8,716.1,12.79
9/29/2024,192,288,0,192,0,929.8,716.1,39.32
10/24/2024,153,102,0,192,0,888,943.1,4.78
10/24/2024,288,192,0,192,0,932,717.8,16.11
9/29/2024,305.3,203.5,0,203.5,0,965.4,631,43.38
10/20/2024,236,157,0,192,0,972.6,749.1,20.42
10/24/2024,173,116,0,192,0,946.8,856.8,6.94
10/20/2024,212,141.3,0,203.5,0,973.4,750,15.03
10/24/2024,236,157,0,192,0,972.6,749.1,13.57
7/29/2024,183.9,122.6,0,203.5,0,959.2,800,32.53
10/20/2024,166.8,250.2,0,203.5,0,975.6,692.6,15.75
10/20/2024,102,153,0,192,0,887,942,7.68
9/29/2024,288,192,0,192,0,932,717.8,38.8
9/29/2024,212,141.3,0,203.5,0,973.4,750,33
9/29/2024,102,153,0,192,0,887,942,17.28
9/29/2024,173,116,0,192,0,946.8,856.8,24.28
9/29/2024,183.9,122.6,0,203.5,0,959.2,800,24.05
7/29/2024,133,200,0,192,0,927.4,839.2,36.59
7/29/2024,192,288,0,192,0,929.8,716.1,50.73
10/20/2024,133,200,0,192,0,927.4,839.2,13.66
10/24/2024,305.3,203.5,0,203.5,0,965.4,631,14.14
7/29/2024,236,157,0,192,0,972.6,749.1,47.78
10/24/2024,108.3,162.4,0,203.5,0,938.2,849,2.33
10/20/2024,157,236,0,192,0,935.4,781.2,16.89
10/20/2024,288,192,0,192,0,932,717.8,23.52
10/24/2024,212,141.3,0,203.5,0,973.4,750,6.81
7/29/2024,212,141.3,0,203.5,0,973.4,750,39.7
9/29/2024,153,102,0,192,0,888,943.1,17.96
9/29/2024,236,157,0,192,0,972.6,749.1,32.88
9/29/2024,116,173,0,192,0,909.8,891.9,22.35
10/20/2024,183.9,122.6,0,203.5,0,959.2,800,10.79
10/20/2024,108.3,162.4,0,203.5,0,938.2,849,7.72
9/29/2024,203.5,305.3,0,203.5,0,963.4,630,41.68
10/24/2024,203.5,305.3,0,203.5,0,963.4,630,9.56
10/24/2024,133,200,0,192,0,927.4,839.2,6.88
7/29/2024,288,192,0,192,0,932,717.8,50.53
10/20/2024,200,133,0,192,0,965.4,806.2,17.17
9/29/2024,200,133,0,192,0,965.4,806.2,30.44
10/24/2024,250.2,166.8,0,203.5,0,977.6,694.1,9.73
10/24/2024,122.6,183.9,0,203.5,0,958.2,800.1,3.32
7/29/2024,153,102,0,192,0,888,943.1,26.32
7/29/2024,200,133,0,192,0,965.4,806.2,43.25
10/24/2024,116,173,0,192,0,909.8,891.9,6.28
7/29/2024,173,116,0,192,0,946.8,856.8,32.1
9/29/2024,250.2,166.8,0,203.5,0,977.6,694.1,36.96
7/29/2024,305.3,203.5,0,203.5,0,965.4,631,54.6
10/20/2024,192,288,0,192,0,929.8,716.1,21.48
10/24/2024,157,236,0,192,0,935.4,781.2,9.69
10/20/2024,153,102,0,192,0,888,943.1,8.37
7/29/2024,141.3,212,0,203.5,0,971.8,748.5,39.66
10/20/2024,116,173,0,192,0,909.8,891.9,10.09
10/24/2024,141.3,212,0,203.5,0,971.8,748.5,4.83
10/20/2024,122.6,183.9,0,203.5,0,958.2,800.1,10.35
7/29/2024,166.8,250.2,0,203.5,0,975.6,692.6,43.57
7/29/2024,203.5,305.3,0,203.5,0,963.4,630,51.86
10/24/2024,310,0,0,192,0,1012,830,11.85
10/20/2024,310,0,0,192,0,1012,830,17.24
9/29/2024,310,0,0,192,0,1012,830,27.83
7/29/2024,310,0,0,192,0,1012,830,35.76
6/29/2024,310,0,0,192,0,1012,830,38.7
10/24/2024,331,0,0,192,0,1025,821,14.31
10/20/2024,331,0,0,192,0,1025,821,17.44
9/29/2024,331,0,0,192,0,1025,821,31.74
7/29/2024,331,0,0,192,0,1025,821,37.91
6/29/2024,331,0,0,192,0,1025,821,39.38
10/24/2024,349,0,0,192,0,1056,809,15.87
10/20/2024,349,0,0,192,0,1056,809,9.01
9/29/2024,349,0,0,192,0,1056,809,33.61
7/29/2024,349,0,0,192,0,1056,809,40.66
6/29/2024,349,0,0,192,0,1056,809,40.86
10/20/2024,238,0,0,186,0,1119,789,12.05
9/29/2024,238,0,0,186,0,1119,789,17.54
10/20/2024,296,0,0,186,0,1090,769,18.91
9/29/2024,296,0,0,186,0,1090,769,25.18
10/20/2024,297,0,0,186,0,1040,734,30.96
9/29/2024,480,0,0,192,0,936,721,43.89
7/29/2024,480,0,0,192,0,936,721,54.28
9/29/2024,397,0,0,186,0,1040,734,36.94
10/20/2024,281,0,0,186,0,1104,774,14.5
9/29/2024,281,0,0,185,0,1104,774,22.44
10/26/2024,500,0,0,200,0,1125,613,12.64
10/24/2024,500,0,0,200,0,1125,613,26.06
10/20/2024,500,0,0,200,0,1125,613,33.21
10/13/2024,500,0,0,200,0,1125,613,36.94
9/29/2024,500,0,0,200,0,1125,613,44.09
10/20/2024,540,0,0,173,0,1125,613,52.61
10/13/2024,540,0,0,173,0,1125,613,59.76
9/29/2024,540,0,0,173,0,1125,613,67.31
7/29/2024,540,0,0,173,0,1125,613,69.66
4/30/2024,540,0,0,173,0,1125,613,71.62
1/31/2024,540,0,0,173,0,1125,613,74.17
10/20/2024,350,0,0,203,0,974,775,18.13
10/13/2024,350,0,0,203,0,974,775,22.53
9/29/2024,350,0,0,203,0,974,775,27.34
9/1/2024,350,0,0,203,0,974,775,29.98
7/29/2024,350,0,0,203,0,974,775,31.35
4/30/2024,350,0,0,203,0,974,775,32.72
10/26/2024,385,0,0,186,0,966,763,6.27
10/24/2024,385,0,0,186,0,966,763,14.7
10/20/2024,385,0,0,186,0,966,763,23.22
10/13/2024,385,0,0,186,0,966,763,27.92
9/29/2024,385,0,0,186,0,966,763,31.35
4/30/2024,331,0,0,192,0,978,825,39
11/2/2023,331,0,0,192,0,978,825,41.24
10/24/2024,349,0,0,192,0,1047,806,14.99
10/24/2024,331,0,0,192,0,978,825,13.52
10/20/2024,382,0,0,186,0,1047,739,24
9/29/2024,382,0,0,186,0,1047,739,37.42
10/20/2024,382,0,0,186,0,1111,784,11.47
9/29/2024,281,0,0,186,0,1104,774,22.44
10/20/2024,339,0,0,185,0,1069,754,21.16
9/29/2024,339,0,0,185,0,1069,754,31.84
10/20/2024,295,0,0,185,0,1069,769,14.8
9/29/2024,295,0,0,185,0,1069,769,25.18
9/29/2024,238,0,0,185,0,1118,789,17.54
10/20/2024,296,0,0,192,0,1085,765,14.2
9/29/2024,296,0,0,192,0,1085,765,21.65
7/29/2024,296,0,0,192,0,1085,765,29.39
10/24/2024,331,0,0,192,0,879,825,13.52
10/20/2024,331,0,0,192,0,978,825,16.26
9/29/2024,331,0,0,192,0,978,825,31.45
7/29/2024,331,0,0,192,0,978,825,37.23
10/20/2024,349,0,0,192,0,1047,806,18.13
9/29/2024,349,0,0,192,0,1047,806,32.72
7/29/2024,349,0,0,192,0,1047,806,39.49
4/30/2024,349,0,0,192,0,1047,806,41.05
11/2/2023,349,0,0,192,0,1047,806,42.13
10/13/2024,302,0,0,203,0,974,817,18.13
4/30/2024,302,0,0,203,0,974,817,26.74
4/30/2024,525,0,0,189,0,1125,613,61.92
7/29/2024,500,0,0,200,0,1125,613,47.22
4/30/2024,500,0,0,200,0,1125,613,51.04
1/31/2024,500,0,0,200,0,1125,613,55.16
10/24/2024,540,0,0,173,0,1125,613,41.64
10/20/2024,252,0,0,185,0,1111,784,13.71
9/29/2024,252,0,0,185,0,1111,784,19.69
9/29/2024,339,0,0,185,0,1060,754,31.65
10/24/2024,393,0,0,192,0,940,758,19.11
9/29/2024,393,0,0,192,0,940,758,39.58
7/29/2024,393,0,0,192,0,940,758,48.79
10/20/2024,382,0,0,185,0,1047,739,24
9/29/2024,382,0,0,185,0,1047,739,37.42
10/20/2024,252,0,0,186,0,1111,784,11.47
9/29/2024,252,0,0,185,0,1111,784,19.69
10/20/2024,310,0,0,192,0,970,850,14.99
9/29/2024,310,0,0,192,0,970,850,27.92
7/29/2024,310,0,0,192,0,970,850,34.68
4/30/2024,310,0,0,192,0,970,850,37.33
11/2/2023,310,0,0,192,0,970,850,38.11
10/24/2024,525,0,0,189,0,1125,613,33.8
10/20/2024,525,0,0,189,0,1125,613,42.42
10/13/2024,525,0,0,189,0,1125,613,48.4
9/29/2024,525,0,0,189,0,1125,613,55.94
7/29/2024,525,0,0,189,0,1125,613,58.78
1/31/2024,525,0,0,189,0,1125,613,67.11
10/13/2024,322,0,0,203,0,974,800,20.77
9/29/2024,322,0,0,203,0,974,800,25.18
4/30/2024,322,0,0,203,0,974,800,29.59
9/29/2024,302,0,0,203,0,974,817,21.75
9/29/2024,397,0,0,185,0,1040,734,39.09
10/24/2024,480,0,0,192,0,936,721,24.39
10/20/2024,522,0,0,146,0,896,896,50.51
9/29/2024,522,0,0,146,0,896,896,74.99
9/29/2024,273,105,82,210,9,904,680,37.17
9/29/2024,162,190,148,179,19,838,741,33.76
9/29/2024,154,144,112,220,10,923,658,16.5
9/29/2024,147,115,89,202,9,860,829,19.99
9/29/2024,152,178,139,168,18,944,695,36.35
9/29/2024,310,143,111,168,22,914,651,33.69
9/29/2024,144,0,175,158,18,943,844,15.42
9/29/2024,304,140,0,214,6,895,722,33.42
9/29/2024,374,0,0,190,7,1013,730,39.05
9/29/2024,159,149,116,175,15,953,720,27.68
9/29/2024,153,239,0,200,6,1002,684,26.86
9/29/2024,310,143,0,168,10,914,804,45.3
9/29/2024,305,0,100,196,10,959,705,30.12
9/29/2024,151,0,184,167,12,991,772,15.57
9/29/2024,142,167,130,174,11,883,785,44.61
9/29/2024,298,137,107,201,6,878,655,53.52
9/29/2024,321,164,0,190,5,870,774,57.21
9/29/2024,366,187,0,191,7,824,757,65.91
9/29/2024,280,129,100,172,9,825,805,52.82
9/29/2024,252,97,76,194,8,835,821,33.4
9/29/2024,165,0,150,182,12,1023,729,18.03
9/29/2024,156,243,0,180,11,1022,698,37.36
9/29/2024,160,188,146,203,11,829,710,32.84
9/29/2024,298,0,107,186,6,879,815,42.64
9/29/2024,318,0,126,210,6,861,737,40.06
9/29/2024,287,121,94,188,9,904,696,41.94
9/29/2024,326,166,0,174,9,882,790,61.23
9/29/2024,356,0,142,193,11,801,778,40.87
9/29/2024,132,207,161,179,5,867,736,33.3
9/29/2024,322,149,0,186,8,951,709,52.42
9/29/2024,164,0,200,181,13,849,846,15.09
9/29/2024,314,0,113,170,10,925,783,38.46
9/29/2024,321,0,128,182,11,870,780,37.26
9/29/2024,140,164,128,237,6,869,656,35.23
9/29/2024,288,121,0,177,7,908,829,42.13
9/29/2024,298,0,107,210,11,880,744,31.87
9/29/2024,265,111,86,195,6,833,790,41.54
9/29/2024,160,250,0,168,12,1049,688,39.45
9/29/2024,166,260,0,183,13,859,827,37.91
9/29/2024,276,116,90,180,9,870,768,44.28
9/29/2024,322,0,116,196,10,818,813,31.18
9/29/2024,149,139,109,193,6,892,780,23.69
9/29/2024,159,187,0,176,11,990,789,32.76
9/29/2024,261,100,78,201,9,864,761,32.4
9/29/2024,237,92,71,247,6,853,695,28.63
9/29/2024,313,0,113,178,8,1002,689,36.8
9/29/2024,155,183,0,193,9,1047,697,18.28
9/29/2024,146,230,0,202,3,827,872,33.06
9/29/2024,296,0,107,221,11,819,778,31.42
9/29/2024,133,210,0,196,3,949,795,31.03
9/29/2024,313,145,0,178,8,867,824,44.39
9/29/2024,152,0,112,184,8,992,816,12.18
9/29/2024,153,145,113,178,8,1002,689,25.56
9/29/2024,140,133,103,200,7,916,753,36.44
9/29/2024,149,236,0,176,13,847,893,32.96
9/29/2024,300,0,120,212,10,878,728,23.84
9/29/2024,153,145,113,178,8,867,824,26.23
9/29/2024,148,0,137,158,16,1002,830,17.95
9/29/2024,326,0,138,199,11,801,792,40.68
9/29/2024,153,145,0,178,8,1000,822,19.01
9/29/2024,262,111,86,195,5,895,733,33.72
9/29/2024,158,0,195,220,11,898,713,8.54
9/29/2024,151,0,185,167,16,1074,678,13.46
9/29/2024,273,0,90,199,11,931,762,32.24
9/29/2024,149,118,92,183,7,953,780,23.52
9/29/2024,143,169,143,191,8,967,643,29.72
9/29/2024,260,101,78,171,10,936,763,49.77
9/29/2024,313,161,0,178,10,917,759,52.44
9/29/2024,284,120,0,168,7,970,794,40.93
9/29/2024,336,0,0,182,3,986,817,44.86
9/29/2024,145,0,134,181,11,979,812,13.2
9/29/2024,150,237,0,174,12,1069,675,37.43
9/29/2024,144,170,133,192,8,814,805,29.87
9/29/2024,331,170,0,195,8,811,802,56.61
9/29/2024,155,0,143,193,9,1047,697,12.46
9/29/2024,155,183,0,193,9,877,868,23.79
9/29/2024,135,0,166,180,10,961,805,13.29
9/29/2024,266,112,87,178,10,910,745,39.42
9/29/2024,314,145,113,179,8,869,690,46.23
9/29/2024,313,145,0,127,8,1000,822,44.52
9/29/2024,146,173,0,182,3,986,817,23.74
9/29/2024,144,136,106,178,7,941,774,26.14
9/29/2024,148,0,182,181,15,839,884,15.52
9/29/2024,277,117,91,191,7,946,666,43.57
9/29/2024,298,0,107,164,13,953,784,35.86
9/29/2024,313,145,0,178,8,1002,689,41.05
9/29/2024,155,184,143,194,9,880,699,28.99
9/29/2024,289,134,0,195,6,924,760,46.24
9/29/2024,148,175,0,171,2,1000,828,26.92
9/29/2024,145,0,179,202,8,824,869,10.54
9/29/2024,313,0,0,178,8,1000,822,25.1
9/29/2024,136,162,126,172,10,923,764,29.07
9/29/2024,155,0,143,193,9,877,868,9.74
9/29/2024,255,99,77,189,6,919,749,33.8
9/29/2024,162,207,172,216,10,822,638,39.84
9/29/2024,136,196,98,199,6,847,783,26.97
9/29/2024,164,163,128,197,8,961,641,27.23
9/29/2024,162,214,164,202,10,820,680,30.65
9/29/2024,157,214,152,200,9,819,704,33.05
9/29/2024,149,153,194,192,8,935,623,24.58
9/29/2024,135,105,193,196,6,965,643,21.91
9/29/2024,159,209,161,201,7,848,669,30.88
9/29/2024,144,15,195,176,6,1021,709,15.34
9/29/2024,154,174,185,228,7,845,612,24.34
9/29/2024,167,187,195,185,7,898,636,23.89
9/29/2024,184,86,190,213,6,923,623,22.93
9/29/2024,156,178,187,221,7,854,614,29.41
9/29/2024,236.9,91.7,71.5,246.9,6,852.9,695.4,28.63
9/29/2024,313.3,0,113,178.5,8,1001.9,688.7,36.8
9/29/2024,154.8,183.4,0,193.3,9.1,1047.4,696.7,18.29
9/29/2024,145.9,230.5,0,202.5,3.4,827,871.8,32.72
9/29/2024,296,0,106.7,221.4,10.5,819.2,778.4,31.42
9/29/2024,133.1,210.2,0,195.7,3.1,949.4,795.3,28.94
9/29/2024,313.3,145,0,178.5,8,867.2,824,40.93
9/29/2024,151.6,0,111.9,184.4,7.9,992,815.9,12.18
9/29/2024,153.1,145,113,178.5,8,1001.9,688.7,25.56
9/29/2024,139.9,132.6,103.3,200.3,7.4,916,753.4,36.44
9/29/2024,149.5,236,0,175.8,12.6,846.8,892.7,32.96
9/29/2024,299.8,0,119.8,211.5,9.9,878.2,727.6,23.84
9/29/2024,153.1,145,113,178.5,8,867.2,824,26.23
9/29/2024,148.1,0,136.6,158.1,16.1,1001.8,830.1,17.96
9/29/2024,326.5,0,137.9,199,10.8,801.1,792.5,38.63
9/29/2024,152.7,144.7,0,178.1,8,999.7,822.2,19.01
9/29/2024,261.9,110.5,86.1,195.4,5,895.2,732.6,33.72
9/29/2024,158.4,0,194.9,219.7,11,897.7,712.9,8.54
9/29/2024,150.7,0,185.3,166.7,15.6,1074.5,678,13.46
9/29/2024,272.6,0,89.6,198.7,10.6,931.3,762.2,32.25
9/29/2024,149,117.6,91.7,182.9,7.1,953.4,780.3,23.52
9/29/2024,143,169.4,142.7,190.7,8.4,967.4,643.5,29.73
9/29/2024,259.9,100.6,78.4,170.6,10.4,935.7,762.9,49.77
9/29/2024,312.9,160.5,0,177.6,9.6,916.6,759.5,52.45
9/29/2024,284,119.7,0,168.3,7.2,970.4,794.2,40.93
9/29/2024,336.5,0,0,181.9,3.4,985.8,816.8,44.87
9/29/2024,144.8,0,133.6,180.8,11.1,979.5,811.5,13.2
9/29/2024,150,236.8,0,173.8,11.9,1069.3,674.8,37.43
9/29/2024,143.7,170.2,132.6,191.6,8.5,814.1,805.3,29.87
9/29/2024,330.5,169.6,0,194.9,8.1,811,802.3,56.62
9/29/2024,154.8,0,142.8,193.3,9.1,1047.4,696.7,12.46
9/29/2024,154.8,183.4,0,193.3,9.1,877.2,867.7,23.79
9/29/2024,134.7,0,165.7,180.2,10,961,804.9,13.29
9/29/2024,266.2,112.3,87.5,177.9,10.4,909.7,744.5,39.42
9/29/2024,314,145.3,113.2,178.9,8,869.1,690.2,46.23
9/29/2024,312.7,144.7,0,127.3,8,999.7,822.2,44.52
9/29/2024,145.7,172.6,0,181.9,3.4,985.8,816.8,23.74
9/29/2024,143.8,136.3,106.2,178.1,7.5,941.5,774.3,26.15
9/29/2024,148.1,0,182.1,181.4,15,838.9,884.3,15.53
9/29/2024,277,116.8,91,190.6,7,946.5,665.6,43.58
9/29/2024,298.1,0,107.5,163.6,12.8,953.2,784,35.87
9/29/2024,313.3,145,0,178.5,8,1001.9,688.7,41.05
9/29/2024,155.2,183.9,143.2,193.8,9.2,879.6,698.5,28.99
9/29/2024,289,133.7,0,194.9,5.5,924.1,760.1,46.25
9/29/2024,147.8,175.1,0,171.2,2.2,1000,828.5,26.92
9/29/2024,145.4,0,178.9,201.7,7.8,824,868.7,10.54
9/29/2024,312.7,0,0,178.1,8,999.7,822.2,25.1
9/29/2024,136.4,161.6,125.8,171.6,10.4,922.6,764.4,29.07
9/29/2024,154.8,0,142.8,193.3,9.1,877.2,867.7,9.74
9/29/2024,255.3,98.8,77,188.6,6.5,919,749.3,33.8
9/29/2024,272.8,105.1,81.8,209.7,9,904,679.7,37.17
9/29/2024,162,190.1,148.1,178.8,18.8,838.1,741.4,33.76
9/29/2024,153.6,144.2,112.3,220.1,10.1,923.2,657.9,16.5
9/29/2024,146.5,114.6,89.3,201.9,8.8,860,829.5,19.99
9/29/2024,151.8,178.1,138.7,167.5,18.3,944,694.6,36.35
9/29/2024,309.9,142.8,111.2,167.8,22.1,913.9,651.2,38.22
9/29/2024,143.6,0,174.9,158.4,17.9,942.7,844.5,15.42
9/29/2024,303.6,139.9,0,213.5,6.2,895.5,722.5,33.42
9/29/2024,374.3,0,0,190.2,6.7,1013.2,730.4,39.06
9/29/2024,158.6,148.9,116,175.1,15,953.3,719.7,27.68
9/29/2024,152.6,238.7,0,200,6.3,1001.8,683.9,26.86
9/29/2024,310,142.8,0,167.9,10,914.3,804,45.3
9/29/2024,304.8,0,99.6,196,9.8,959.4,705.2,30.12
9/29/2024,150.9,0,183.9,166.6,11.6,991.2,772.2,15.57
9/29/2024,141.9,166.6,129.7,173.5,10.9,882.6,785.3,44.61
9/29/2024,297.8,137.2,106.9,201.3,6,878.4,655.3,53.52
9/29/2024,321.3,164.2,0,190.5,4.6,870,774,57.22
9/29/2024,366,187,0,191.3,6.6,824.3,756.9,65.91
9/29/2024,279.8,128.9,100.4,172.4,9.5,825.1,804.9,52.83
9/29/2024,252.1,97.1,75.6,193.8,8.3,835.5,821.4,33.4
9/29/2024,164.6,0,150.4,181.6,11.7,1023.3,728.9,18.03
9/29/2024,155.6,243.5,0,180.3,10.7,1022,697.7,37.36
9/29/2024,160.2,188,146.4,203.2,11.3,828.7,709.7,35.31
9/29/2024,298.1,0,107,186.4,6.1,879,815.2,42.64
9/29/2024,317.9,0,126.5,209.7,5.7,860.5,736.6,40.06
9/29/2024,287.3,120.5,93.9,187.6,9.2,904.4,695.9,43.8
9/29/2024,325.6,166.4,0,174,8.9,881.6,790,61.24
9/29/2024,355.9,0,141.6,193.3,11,801.4,778.4,40.87
9/29/2024,132,206.5,160.9,178.9,5.5,866.9,735.6,33.31
9/29/2024,322.5,148.6,0,185.8,8.5,951,709.5,52.43
9/29/2024,164.2,0,200.1,181.2,12.6,849.3,846,15.09
9/29/2024,313.8,0,112.6,169.9,10.1,925.3,782.9,38.46
9/29/2024,321.4,0,127.9,182.5,11.5,870.1,779.7,37.27
9/29/2024,139.7,163.9,127.7,236.7,5.8,868.6,655.6,35.23
9/29/2024,288.4,121,0,177.4,7,907.9,829.5,42.14
9/29/2024,298.2,0,107,209.7,11.1,879.6,744.2,31.88
9/29/2024,264.5,111,86.5,195.5,5.9,832.6,790.4,41.54
9/29/2024,159.8,250,0,168.4,12.2,1049.3,688.2,39.46
9/29/2024,166,259.7,0,183.2,12.7,858.8,826.8,37.92
9/29/2024,276.4,116,90.3,179.6,8.9,870.1,768.3,44.28
9/29/2024,322.2,0,115.6,196,10.4,817.9,813.4,31.18
9/29/2024,148.5,139.4,108.6,192.7,6.1,892.4,780,23.7
9/29/2024,159.1,186.7,0,175.6,11.3,989.6,788.9,32.77
9/29/2024,260.9,100.5,78.3,200.6,8.6,864.5,761.5,32.4
